trade_date,ts_code,name,pred_open_d1,pred_return,ret_delta
20251113,002772.SZ,众兴菌业,13.600831985473633,3.9912309219588105,-2.0659336403234585
20251114,603759.SH,海天股份,11.682113647460938,9.656348545262915,1.6299542617147944
20251114,000592.SZ,平潭发展,9.44213581085205,6.0984180477439365,1.6824000766472613
20251114,000599.SZ,青岛双星,7.031471252441406,5.724456462454297,2.1091374099677207
20251114,002885.SZ,京泉华,29.032276153564453,4.972006022687525,3.1241806423647933
20251114,605060.SH,联德股份,38.535804748535156,4.499994781968497,-3.8583194653604824
20251117,000592.SZ,平潭发展,10.425859451293945,10.612283734714278,-1.4477508909561898
20251117,000620.SZ,盈新发展,3.5098538398742676,8.923247490806151,-2.2523751204041265
20251117,603759.SH,海天股份,11.423051834106445,7.244052196748463,-6.613445103115878
20251117,002554.SZ,惠博普,3.8605260848999023,6.158680940797812,-3.3375042895372076
20251117,603978.SH,深圳新星,37.1376953125,5.953491143345979,-3.8376516017935014
20251118,000592.SZ,平潭发展,12.352689743041992,17.012747347902636,-9.064544751032644
20251118,603815.SH,交建股份,11.903322219848633,5.104984257759071,-2.108776368677412
20251118,603122.SH,合富中国,23.182960510253906,4.5832754183216196,-3.51208678814543
20251118,001266.SZ,宏英智能,32.34843826293945,4.40978349423875,-1.4404411409415507
20251118,002255.SZ,海陆重工,14.667834281921387,4.345458725486373,-4.247818654765045
20251119,000592.SZ,平潭发展,12.421733856201172,16.76644920406485,-11.066837896380498
20251119,002759.SZ,天际股份,42.9947624206543,7.023196450672664,-5.973733973868178
20251119,603815.SH,交建股份,11.659346580505371,6.399668424772109,-1.9173348127905943
20251119,000636.SZ,风华高科,17.182573318481445,6.317658737869003,-1.8807073090453263
20251119,000663.SZ,永安林业,8.465660095214844,5.36990931004655,-4.246206048094203
20251120,600078.SH,澄星股份,12.905281066894531,5.853776999505933,-3.8222706684844177
20251120,600408.SH,安泰集团,5.498469352722168,5.839362118970892,0.5778842643832993
20251120,603122.SH,合富中国,23.085678100585938,5.125683696330086,-2.063318661281044
20251120,000620.SZ,盈新发展,3.703000545501709,4.844033718109131,-0.0036252869499930895
20251120,002136.SZ,安纳达,13.575634002685547,4.8039065466986886,-2.0038175304033734
20251121,000592.SZ,平潭发展,12.456215858459473,16.368614840527428,-12.950486587103738
20251121,603778.SH,国晟科技,8.376235961914062,10.511838872784285,-1.6103498554584261
20251121,600097.SH,开创国际,14.175334930419922,6.735173186692789,-6.081237740182344
20251121,600403.SH,大有能源,8.389420509338379,6.5940030645377234,-0.5003000568109872
20251121,002702.SZ,海欣食品,5.323202610015869,6.171033914806756,-2.6752349242423312
20251124,001203.SZ,大中矿业,29.79080581665039,10.444228620783601,-2.512269443884718
20251124,600403.SH,大有能源,8.441943168640137,9.564177552412524,-8.025103115410403
20251124,003041.SZ,真爱美家,57.52772903442383,7.42113511100384,3.392051403677687
20251124,002451.SZ,摩恩电气,10.517656326293945,7.063910433354259,-3.1346214636591485
20251124,600751.SH,海航科技,4.054946422576904,6.866855911797076,-0.9327748100164568
20251125,002451.SZ,摩恩电气,10.164813995361328,12.366171892055732,8.30326370612351
20251125,002759.SZ,天际股份,39.786041259765625,6.3738503753987485,-3.185019322371585
20251125,603877.SH,太平鸟,16.344310760498047,6.3077114224800335,0.6706489986192166
20251125,002779.SZ,中坚科技,108.25706481933594,5.039051856329402,-0.16602481169301075
20251125,603032.SH,德新科技,19.64528465270996,5.001394226557343,-1.04139392168352
20251126,002451.SZ,摩恩电气,10.27787971496582,13.02576460511844,-6.421948352913054
20251126,000632.SZ,三木集团,5.6644415855407715,9.674535245976902,1.9257042143079994
20251126,001216.SZ,华瓷股份,18.265321731567383,7.58333867139156,-5.487099234158199
20251126,600403.SH,大有能源,8.352320671081543,7.531373093767879,-4.9940966978305745
20251126,600467.SH,好当家,2.852875232696533,7.5101413315148635,0.03718609432521447
20251127,002240.SZ,盛新锂能,33.79407501220703,8.765267654606301,-5.305956819522306
20251127,000678.SZ,襄阳轴承,13.932525634765625,6.923535054080521,-0.8063964968685555
20251127,003041.SZ,真爱美家,60.9801025390625,6.774998006131772,-2.2159255936550215
20251127,002512.SZ,达华智能,6.095985412597656,6.049310292629206,0.6129652459100354
20251127,600756.SH,浪潮软件,23.89040184020996,4.554982020937159,-3.146226241670802
20251128,603778.SH,国晟科技,10.965076446533203,11.62732538733582,-10.48161128440439
20251128,002240.SZ,盛新锂能,32.6241340637207,9.463259804212587,1.0232625036616483
20251128,002413.SZ,雷科防务,7.0816850662231445,9.05550814223015,-3.9802314221173862
20251128,003041.SZ,真爱美家,62.29296112060547,8.800547991196295,-3.8086762519829787
20251128,000620.SZ,盈新发展,3.1674697399139404,7.769125547164513,4.03919495069065
20251201,603122.SH,合富中国,22.127521514892578,7.6241564490432845,-2.132074068215184
20251201,603778.SH,国晟科技,11.26087760925293,4.684048011654718,0.26009534328943484
20251201,000572.SZ,海马汽车,9.037744522094727,4.6282316731140805,-0.7509065940316972
20251201,001309.SZ,德明利,221.80882263183594,4.430173949362626,-0.6908756811654593
20251201,000632.SZ,三木集团,6.26271390914917,4.171625054132955,-2.146611672033205
20251202,000632.SZ,三木集团,6.340776443481445,5.086985197173743,-2.5751247550501954
20251202,603353.SH,和顺石油,34.468055725097656,5.018489598009657,-1.4691845626131572
20251202,603122.SH,合富中国,22.536014556884766,4.252409811889857,0.24875449641845737
20251202,002213.SZ,大为股份,27.87387466430664,4.168765367427696,-1.7647548872376184
20251202,001203.SZ,大中矿业,30.761260986328125,4.108487252777193,-1.9853785188491013
20251203,603122.SH,合富中国,24.392663955688477,10.965379526917364,-3.867810320966125
20251203,000952.SZ,广济药业,9.299493789672852,7.584154618780881,-1.7906621372970832
20251203,600693.SH,东百集团,10.852767944335938,5.812193053117132,-0.923845970948789
20251203,002881.SZ,美格智能,46.923072814941406,5.296768711967426,-2.9652004926601583
20251203,001203.SZ,大中矿业,29.510032653808594,5.262502738973773,-4.044896017481414
20251204,600828.SH,茂业商业,6.144952774047852,11.714090619768424,1.2742531542875302
20251204,002596.SZ,海南瑞泽,6.660565376281738,5.387985706329346,-3.701809048652649
20251204,000566.SZ,海南海药,8.102581977844238,5.379545673966257,-2.991459759692261
20251204,000547.SZ,航天发展,16.97875213623047,4.408630104952094,1.520009373509601
20251204,603353.SH,和顺石油,36.17172622680664,4.313105503695747,-2.172922415576739
